LDLEAF,LDM,LDVA,SDLEAF,SDM,SDVA
AT3G55620,AT3G05880,,AT1G64400,AT3G05060,AT2G43160
AT3G55640,AT3G05970,,AT1G64470,AT3G05120,AT2G43240
AT3G56620,AT3G06300,,AT1G64500,AT3G05160,AT2G43255
AT3G56760,AT3G06350,,AT1G64520,AT3G05170,AT2G43330
AT3G56890,AT3G06455,,AT1G64530,AT3G05280,AT2G43340
AT3G57030,AT3G06483,,AT1G64550,AT3G05345,AT2G43410
AT3G57040,AT3G06520,,AT1G64640,AT3G05840,AT2G43580
AT3G57050,AT3G06530,,AT1G64650,AT3G05870,AT2G43610
AT3G57290,AT3G06670,,AT1G64670,AT3G05970,AT2G43620
AT3G57480,AT3G06760,,AT1G64740,AT3G06160,AT2G43680
AT3G57650,AT3G06850,,AT1G64760,AT3G06400,AT2G43760
AT3G57980,AT3G06860,,AT1G64790,AT3G06430,AT2G43800
AT3G58060,AT3G07090,,AT1G64860,AT3G06450,AT2G43860
AT3G58070,AT3G07200,,AT1G65120,AT3G06470,AT2G43900
AT3G58140,AT3G07310,,AT1G65240,AT3G06670,AT2G43910
AT3G58490,AT3G07350,,AT1G65280,AT3G07100,AT2G43970
AT3G58500,AT3G07370,,AT1G65370,AT3G07110,AT2G43980
AT3G58520,AT3G07460,,AT1G65430,AT3G07140,AT2G44050
AT3G58620,AT3G07650,,AT1G65580,AT3G07160,AT2G44100
AT3G59070,AT3G07670,,AT1G65590,AT3G07270,AT2G44130
AT3G59160,AT3G07720,,AT1G65700,AT3G07350,AT2G44180
AT3G59540,AT3G07870,,AT1G65800,AT3G07390,AT2G44210
AT3G59790,AT3G07880,,AT1G65820,AT3G07525,AT2G44770
AT3G59810,AT3G08510,,AT1G65840,AT3G07650,AT2G44860
AT3G60080,AT3G08570,,AT1G65870,AT3G07660,AT2G44940
AT3G60160,AT3G08660,,AT1G65930,AT3G07750,AT2G45290
AT3G60245,AT3G08680,,AT1G65960,AT3G07770,AT2G45340
AT3G60410,AT3G08720,,AT1G66040,AT3G07870,AT2G45580
AT3G61050,AT3G08730,,AT1G66100,AT3G07940,AT2G45620
AT3G61140,AT3G08940,,AT1G66130,AT3G08510,AT2G45670
AT3G61420,AT3G09040,,AT1G66173,AT3G08650,AT2G45695
AT3G61460,AT3G09160,,AT1G66250,AT3G08720,AT2G45790
AT3G61470,AT3G09190,,AT1G66410,AT3G08730,AT2G45960
AT3G61520,AT3G09390,,AT1G66670,AT3G08740,AT2G46240
AT3G61590,AT3G09440,,AT1G66680,AT3G08930,AT2G46260
AT3G61700,AT3G09540,,AT1G66730,AT3G08940,AT2G46270
AT3G61820,AT3G09570,,AT1G66740,AT3G08943,AT2G46370
AT3G62030,AT3G09650,,AT1G66760,AT3G08960,AT2G46420
AT3G62270,AT3G09690,,AT1G66770,AT3G09040,AT2G46450
AT3G62410,AT3G09760,,AT1G66880,AT3G09250,AT2G46620
AT3G62550,AT3G09830,,AT1G66970,AT3G09390,AT2G46680
AT3G62630,AT3G09870,,AT1G67070,AT3G09470,AT2G46780
AT3G62700,AT3G09880,,AT1G67140,AT3G09590,AT2G46790
AT3G62750,AT3G09920,,AT1G67190,AT3G09690,AT2G46900
AT3G62870,AT3G10050,,AT1G67210,AT3G09760,AT2G46910
AT3G63090,AT3G10070,,AT1G67238,AT3G10010,AT2G47050
AT3G63140,AT3G10090,,AT1G67280,AT3G10030,AT2G47170
AT3G63150,AT3G10130,,AT1G67300,AT3G10130,AT2G47310
AT3G63210,AT3G10360,,AT1G67310,AT3G10220,AT2G47390
AT3G63260,AT3G10370,,AT1G67330,AT3G10230,AT2G47420
AT3G63510,AT3G10410,,AT1G67400,AT3G10270,AT2G47440
AT4G00200,AT3G10480,,AT1G67430,AT3G10330,AT2G47450
AT4G00231,AT3G10520,,AT1G67440,AT3G10360,AT2G47490
AT4G00300,AT3G10550,,AT1G67455,AT3G10370,AT2G47800
AT4G00520,AT3G10740,,AT1G67490,AT3G10410,AT2G47850
AT4G00630,AT3G10840,,AT1G67500,AT3G10490,AT2G47890
AT4G00750,AT3G10920,,AT1G67510,AT3G10560,AT2G47920
AT4G00820,AT3G10940,,AT1G67550,AT3G10630,AT2G47990
AT4G00900,AT3G11110,,AT1G67560,AT3G10850,AT2G48020
AT4G01130,AT3G11170,,AT1G67580,AT3G10920,AT3G01080
AT4G01330,AT3G11370,,AT1G67600,AT3G10940,AT3G01120
AT4G01370,AT3G11450,,AT1G67650,AT3G11180,AT3G01280
AT4G01550,AT3G11560,,AT1G67660,AT3G11220,AT3G01330
AT4G01610,AT3G11780,,AT1G67690,AT3G11450,AT3G01350
AT4G01850,AT3G11900,,AT1G67730,AT3G11670,AT3G01520
AT4G01930,AT3G12150,,AT1G67800,AT3G11730,AT3G01540
AT4G01940,AT3G12280,,AT1G67830,AT3G11900,AT3G01550
AT4G01990,AT3G12290,,AT1G67900,AT3G12080,AT3G01620
AT4G02010,AT3G12300,,AT1G67930,AT3G12145,AT3G01710
AT4G02100,AT3G12360,,AT1G67960,AT3G12150,AT3G01750
AT4G02220,AT3G12380,,AT1G67970,AT3G12270,AT3G01770
AT4G02260,AT3G12390,,AT1G67990,AT3G12280,AT3G01820
AT4G02420,AT3G12490,,AT1G68030,AT3G12290,AT3G01970
AT4G02680,AT3G12685,,AT1G68060,AT3G12300,AT3G01990
AT4G02710,AT3G12780,,AT1G68100,AT3G12490,AT3G02060
AT4G02760,AT3G13030,,AT1G68110,AT3G12520,AT3G02070
AT4G02770,AT3G13060,,AT1G68340,AT3G12585,AT3G02090
AT4G02940,AT3G13065,,AT1G68450,AT3G12700,AT3G02260
AT4G03110,AT3G13110,,AT1G68520,AT3G12760,AT3G02280
AT4G03270,AT3G13150,,AT1G68530,AT3G12980,AT3G02300
AT4G03390,AT3G13610,,AT1G68540,AT3G13310,AT3G02380
AT4G03420,AT3G13672,,AT1G68570,AT3G13450,AT3G02570
AT4G03510,AT3G13750,,AT1G68600,AT3G13460,AT3G02600
AT4G03520,AT3G13800,,AT1G68630,AT3G13560,AT3G02700
AT4G04370,AT3G13870,,AT1G68660,AT3G13610,AT3G02720
AT4G04800,AT3G13930,,AT1G68690,AT3G13672,AT3G02780
AT4G04910,AT3G14020,,AT1G68740,AT3G13750,AT3G02870
AT4G05530,AT3G14270,,AT1G68825,AT3G13870,AT3G02910
AT4G06744,AT3G14310,,AT1G68890,AT3G14067,AT3G03000
AT4G08170,AT3G14370,,AT1G68940,AT3G14100,AT3G03010
AT4G08940,AT3G14450,,AT1G69020,AT3G14120,AT3G03220
AT4G09000,AT3G14620,,AT1G69030,AT3G14205,AT3G03310
AT4G09010,AT3G14720,,AT1G69080,AT3G14310,AT3G03430
AT4G09020,AT3G14730,,AT1G69170,AT3G14600,AT3G03610
AT4G09150,AT3G14810,,AT1G69200,AT3G14710,AT3G03780
AT4G09160,AT3G14840,,AT1G69220,AT3G14770,AT3G03880
AT4G09190,AT3G15030,,AT1G69252,AT3G14810,AT3G03900
AT4G09200,AT3G15040,,AT1G69260,AT3G14980,AT3G04100
AT4G09560,AT3G15070,,AT1G69270,AT3G14990,AT3G04120
AT4G09670,AT3G15140,,AT1G69295,AT3G15040,AT3G04170
AT4G10040,AT3G15356,,AT1G69310,AT3G15080,AT3G04240
AT4G10340,AT3G15360,,AT1G69340,AT3G15120,AT3G04260
AT4G10480,AT3G15510,,AT1G69360,AT3G15190,AT3G04350
AT4G11140,AT3G15530,,AT1G69370,AT3G15356,AT3G04500
AT4G11160,AT3G15570,,AT1G69390,AT3G15360,AT3G04850
AT4G11320,AT3G15580,,AT1G69410,AT3G15430,AT3G04880
AT4G11330,AT3G15640,,AT1G69460,AT3G15620,AT3G04910
AT4G11420,AT3G15690,,AT1G69480,AT3G15650,AT3G05030
AT4G11600,AT3G15730,,AT1G69490,AT3G15660,AT3G05060
AT4G11670,AT3G15850,,AT1G69523,AT3G15690,AT3G05120
AT4G11680,AT3G16175,,AT1G69526,AT3G15710,AT3G05180
AT4G11740,AT3G16240,,AT1G69530,AT3G15730,AT3G05200
AT4G11820,AT3G16250,,AT1G69640,AT3G15790,AT3G05220
AT4G12000,AT3G16260,,AT1G69690,AT3G15850,AT3G05400
AT4G12020,AT3G16680,,AT1G69730,AT3G15870,AT3G05480
AT4G12060,AT3G16857,,AT1G69740,AT3G16040,AT3G05530
AT4G12290,AT3G16940,,AT1G69750,AT3G16140,AT3G05660
AT4G12320,AT3G17000,,AT1G69770,AT3G16170,AT3G05840
AT4G12800,AT3G17020,,AT1G69830,AT3G16175,AT3G05890
AT4G12900,AT3G17040,,AT1G69910,AT3G16310,AT3G05970
AT4G13010,At3g17185,,AT1G70060,AT3G16510,AT3G06290
AT4G13070,AT3G17300,,AT1G70070,AT3G16520,AT3G06410
AT4G13180,AT3G17510,,AT1G70150,AT3G16740,AT3G06430
AT4G13190,AT3G17609,,AT1G70180,AT3G16770,AT3G06440
AT4G13250,AT3G17640,,AT1G70210,AT3G16850,AT3G06483
AT4G13360,AT3G17650,,AT1G70250,AT3G16910,AT3G06500
AT4G14070,AT3G17700,,AT1G70310,AT3G16950,AT3G06510
AT4G14110,AT3G17800,,AT1G70320,AT3G17020,AT3G06580
AT4G14230,AT3G17940,,AT1G70330,AT3G17040,AT3G06670
AT4G14340,AT3G17970,,AT1G70410,At3g17185,AT3G06680
AT4G14385,AT3G18000,,AT1G70460,AT3G17210,AT3G06690
AT4G14420,AT3G18040,,AT1G70480,AT3G17510,AT3G06720
AT4G14548,AT3G18070,,AT1G70490,AT3G17609,AT3G06760
AT4G14550,AT3G18080,,AT1G70520,AT3G17611,AT3G06810
AT4G14580,AT3G18110,,AT1G70581,AT3G17650,AT3G07090
AT4G14740,AT3G18160,,AT1G70590,AT3G17940,AT3G07110
AT4G14750,AT3G18290,,AT1G70610,AT3G18040,AT3G07140
AT4G14880,AT3G18320,,AT1G70650,AT3G18210,AT3G07200
AT4G14900,AT3G18390,,AT1G70700,AT3G18500,AT3G07230
AT4G14960,AT3G18440,,AT1G70760,AT3G18580,AT3G07390
AT4G15130,AT3G18500,,AT1G70820,AT3G18680,AT3G07460
AT4G15240,AT3G18520,,AT1G70890,AT3G18740,AT3G07550
AT4G15260,AT3G18740,,AT1G70940,AT3G18750,AT3G07650
AT4G15430,AT3G18770,,AT1G70960,AT3G18780,AT3G07660
AT4G15450,AT3G19150,,AT1G70980,AT3G18820,AT3G07700
AT4G15490,AT3G19240,,AT1G71000,AT3G18850,AT3G07760
AT4G15510,AT3G19250,,AT1G71010,AT3G18900,AT3G07770
AT4G15520,AT3G19260,,AT1G71040,AT3G19100,AT3G07800
AT4G15730,AT3G19490,,AT1G71060,AT3G19170,AT3G07870
AT4G15765,AT3G19540,,AT1G71080,AT3G19230,AT3G07890
AT4G15802,AT3G19830,,AT1G71220,AT3G19270,AT3G07980
AT4G16110,AT3G19850,,AT1G71260,AT3G19290,AT3G08510
AT4G16190,AT3G19930,,AT1G71290,AT3G19400,AT3G08570
AT4G16280,AT3G20060,,AT1G71340,AT3G19515,AT3G08590
AT4G16350,AT3G20120,,AT1G71350,AT3G19580,AT3G08690
AT4G16370,AT3G20230,,AT1G71440,AT3G19670,AT3G08720
AT4G16670,AT3G20390,,AT1G71460,AT3G19720,AT3G08730
AT4G16680,AT3G20395,,AT1G71480,AT3G19810,AT3G08930
AT4G16765,AT3G20540,,AT1G71500,AT3G20050,AT3G08940
AT4G16880,AT3G20560,,AT1G71691,AT3G20150,AT3G08960
AT4G16990,AT3G20680,,AT1G71695,AT3G20280,AT3G09390
AT4G17090,AT3G20790,,AT1G71750,AT3G20400,AT3G09440
AT4G17100,AT3G20800,,AT1G71790,AT3G20440,AT3G09470
AT4G17140,AT3G20820,,AT1G71810,AT3G20760,AT3G09540
AT4G17245,AT3G20930,,AT1G71820,AT3G20800,AT3G09735
AT4G17260,AT3G21150,,AT1G71960,AT3G21110,AT3G09840
AT4G17460,AT3G21215,,AT1G71980,AT3G21140,AT3G09880
AT4G17490,AT3G21250,,AT1G71990,AT3G21150,AT3G10110
AT4G17530,AT3G21260,,AT1G72010,AT3G21160,AT3G10180
AT4G17620,AT3G21580,,AT1G72090,AT3G21175,AT3G10190
AT4G17790,AT3G21690,,AT1G72130,AT3G21220,AT3G10370
AT4G17870,AT3G21760,,AT1G72150,AT3G21250,AT3G10380
AT4G17900,AT3G21780,,AT1G72160,AT3G21260,AT3G10410
AT4G18060,AT3G21870,,AT1G72180,AT3G21390,AT3G10500
AT4G18120,AT3G22142,,AT1G72190,AT3G21430,AT3G10620
AT4G18160,AT3G22150,,AT1G72250,AT3G21660,AT3G10970
AT4G18240,AT3G22180,,AT1G72300,AT3G21670,AT3G10986
AT4G18270,AT3G22190,,AT1G72320,AT3G21720,AT3G11050
AT4G18390,AT3G22200,,AT1G72330,AT3G21810,AT3G11170
AT4G18590,AT3G22450,,AT1G72340,AT3G21870,AT3G11230
AT4G18930,AT3G22760,,AT1G72360,AT3G21890,AT3G11240
AT4G19060,AT3G22830,,AT1G72370,AT3G22142,AT3G11395
AT4G19110,AT3G22970,,AT1G72416,AT3G22200,AT3G11420
AT4G19130,AT3G23070,,AT1G72500,AT3G22290,AT3G11450
AT4G19185,AT3G23200,,AT1G72520,AT3G22830,AT3G11490
AT4G19510,AT3G23230,,AT1G72710,AT3G22890,AT3G11500
AT4G19600,AT3G23280,,AT1G72740,AT3G22900,AT3G11540
AT4G19860,AT3G23570,,AT1G72750,AT3G22950,AT3G11580
AT4G19990,AT3G23600,,AT1G72850,AT3G22960,AT3G11670
AT4G20070,AT3G23660,,AT1G72860,AT3G23000,AT3G11710
AT4G20090,AT3G23750,,AT1G72970,AT3G23110,AT3G11750
AT4G20380,AT3G23790,,AT1G73030,AT3G23280,AT3G11840
AT4G20460,AT3G23880,,AT1G73100,AT3G23400,AT3G11900
AT4G21110,AT3G24040,,AT1G73170,AT3G23410,AT3G11910
AT4G21150,AT3G24050,,AT1G73180,AT3G23490,AT3G11930
AT4G21210,AT3G24170,,AT1G73380,AT3G23600,AT3G12080
AT4G21320,AT3G24180,,AT1G73390,AT3G23630,AT3G12290
AT4G21323,AT3G24190,,AT1G73480,AT3G23633,AT3G12520
AT4G21380,AT3G24503,,AT1G73500,AT3G23660,AT3G12540
AT4G21390,AT3G24530,,AT1G73590,AT3G23710,AT3G12750
AT4G21400,AT3G24590,,AT1G73600,AT3G23790,AT3G12760
AT4G21550,AT3G24670,,AT1G73655,AT3G24010,AT3G13080
AT4G21560,AT3G24730,,AT1G73660,AT3G24040,AT3G13100
AT4G21670,AT3G25013,,AT1G73670,AT3G24170,AT3G13235
AT4G21790,AT3G25040,,AT1G73700,AT3G24190,AT3G13350
AT4G21820,AT3G25250,,AT1G73740,AT3G24315,AT3G13460
AT4G21960,AT3G25400,,AT1G73760,AT3G24320,AT3G13600
AT4G22330,AT3G25460,,AT1G73850,AT3G24660,AT3G13690
AT4G22570,AT3G25550,,AT1G73870,AT3G24730,AT3G13750
AT4G22670,AT3G25585,,AT1G73960,AT3G24740,AT3G13790
AT4G22745,AT3G25610,,AT1G73980,AT3G24800,AT3G13800
AT4G22770,AT3G25770,,AT1G74050,AT3G25150,AT3G13860
AT4G22990,AT3G25890,,AT1G74060,AT3G25470,AT3G13870
AT4G23000,AT3G26030,,AT1G74070,AT3G25530,AT3G13930
AT4G23100,AT3G26060,,AT1G74210,AT3G25585,AT3G14010
AT4G23290,AT3G26190,,AT1G74250,AT3G25840,AT3G14067
AT4G23400,AT3G26240,,AT1G74260,AT3G25860,AT3G14070
AT4G23530,AT3G26280,,AT1G74270,AT3G25890,AT3G14270
AT4G23640,AT3G26520,,AT1G74300,AT3G25910,AT3G14310
AT4G23650,AT3G26650,,AT1G74320,AT3G26060,AT3G14400
AT4G23850,AT3G26680,,AT1G74380,AT3G26085,AT3G14570
AT4G24240,AT3G26740,,AT1G74390,AT3G26570,AT3G14660
AT4G24630,AT3G26780,,AT1G74470,AT3G26740,AT3G14690
AT4G24690,AT3G26980,,AT1G74520,AT3G27020,AT3G14770
AT4G25120,AT3G27000,,AT1G74540,AT3G27090,AT3G14840
AT4G25350,AT3G27090,,AT1G74670,AT3G27160,AT3G14890
AT4G25370,AT3G27100,,AT1G74690,AT3G27240,AT3G14960
AT4G25450,AT3G27170,,AT1G74710,AT3G27300,AT3G14990
AT4G25610,AT3G27340,,AT1G74730,AT3G27430,AT3G15010
AT4G25700,AT3G27530,,AT1G74740,AT3G27570,AT3G15220
AT4G25940,AT3G27740,,AT1G74750,AT3G27690,AT3G15360
AT4G25960,AT3G27925,,AT1G74780,AT3G28070,AT3G15410
AT4G25990,AT3G27960,,AT1G74810,AT3G28200,AT3G15430
AT4G26150,AT3G28070,,AT1G74820,AT3G28220,AT3G15510
AT4G26210,AT3G28080,,AT1G74920,AT3G28320,AT3G15530
AT4G26370,AT3G28130,,AT1G74940,AT3G28730,AT3G15570
AT4G26510,AT3G28223,,AT1G74960,AT3G28740,AT3G15720
AT4G26530,AT3G28640,,AT1G75000,AT3G28760,AT3G15730
AT4G26540,AT3G28715,,AT1G75010,AT3G28860,AT3G15810
AT4G26555,AT3G28740,,AT1G75040,AT3G28960,AT3G15850
AT4G26670,AT3G28840,,AT1G75080,AT3G29090,AT3G16060
AT4G26690,AT3G28860,,AT1G75090,AT3G29100,AT3G16140
AT4G26720,AT3G29110,,AT1G75130,AT3G29180,AT3G16170
AT4G27000,AT3G29230,,AT1G75210,AT3G29240,AT3G16175
AT4G27130,AT3G29240,,AT1G75220,AT3G29320,AT3G16180
AT4G27180,AT3G29320,,AT1G75300,AT3G30460,AT3G16250
AT4G27190,AT3G30180,,AT1G75310,AT3G32980,AT3G16310
AT4G27350,AT3G42950,,AT1G75350,AT3G43220,AT3G16340
AT4G27435,AT3G43240,,AT1G75370,AT3G43300,AT3G16360
AT4G27520,AT3G43440,,AT1G75380,AT3G43670,AT3G16565
AT4G27710,AT3G43550,,AT1G75400,AT3G43790,AT3G16640
AT4G27720,AT3G43610,,AT1G75440,AT3G44160,AT3G16720
AT4G27730,AT3G43790,,AT1G75460,AT3G44310,AT3G16860
AT4G28200,AT3G43800,,AT1G75490,AT3G44330,AT3G16910
AT4G28300,AT3G44670,,AT1G75560,AT3G44670,AT3G16940
AT4G28490,AT3G44735,,AT1G75640,AT3G44880,AT3G16950
AT4G28640,AT3G44880,,AT1G75660,AT3G45060,AT3G17020
AT4G29010,AT3G44990,,AT1G75670,AT3G45100,AT3G17040
AT4G29220,AT3G45010,,AT1G75680,AT3G45140,At3g17185
AT4G29700,AT3G45140,,AT1G75700,AT3G46010,AT3G17210
AT4G29840,AT3G45260,,AT1G75720,AT3G46100,AT3G17330
AT4G30080,AT3G45700,,AT1G75750,AT3G46450,AT3G17360
AT4G30210,AT3G46010,,AT1G75800,AT3G46850,AT3G17390
AT4G30440,AT3G46080,,AT1G75880,AT3G46970,AT3G17420
AT4G30650,AT3G46290,,AT1G75910,AT3G47090,AT3G17510
AT4G30660,AT3G46450,,AT1G75950,AT3G47220,AT3G17609
AT4G30700,AT3G46600,,AT1G75960,AT3G47250,AT3G17640
AT4G30710,AT3G46670,,AT1G76010,AT3G47290,AT3G17710
AT4G30790,AT3G46700,,AT1G76030,AT3G47470,AT3G17810
AT4G30825,AT3G46740,,AT1G76050,AT3G47490,AT3G17850
AT4G30860,AT3G46830,,AT1G76065,AT3G47500,AT3G18000
AT4G30890,AT3G46930,,AT1G76080,AT3G47610,AT3G18035
AT4G30935,AT3G46970,,AT1G76100,AT3G47730,AT3G18040
AT4G30975,AT3G47000,,AT1G76110,AT3G47810,AT3G18160
AT4G31060,AT3G47180,,AT1G76130,AT3G47930,AT3G18215
AT4G31110,AT3G47250,,AT1G76140,AT3G48040,AT3G18220
AT4G31780,AT3G47340,,AT1G76150,AT3G48140,AT3G18230
AT4G31850,AT3G47470,,AT1G76240,AT3G48170,AT3G18400
AT4G32210,AT3G47490,,AT1G76350,AT3G48190,AT3G18440
AT4G32280,AT3G47500,,AT1G76400,AT3G48280,AT3G18490
AT4G32400,AT3G47570,,AT1G76410,AT3G48360,AT3G18730
AT4G32480,AT3G47700,,AT1G76460,AT3G48380,AT3G18750
AT4G32551,AT3G47750,,AT1G76490,AT3G48420,AT3G18780
AT4G32900,AT3G48050,,AT1G76520,AT3G48440,AT3G18830
AT4G32940,AT3G48110,,AT1G76540,AT3G48460,AT3G18850
AT4G33000,AT3G48140,,AT1G76560,AT3G48610,AT3G18900
AT4G33080,AT3G48195,,AT1G76570,AT3G48680,AT3G18930
AT4G33090,AT3G48360,,AT1G76580,AT3G48690,AT3G18960
AT4G33220,AT3G48390,,AT1G76590,AT3G48710,AT3G19020
AT4G33350,AT3G48440,,AT1G76670,AT3G48890,AT3G19100
AT4G33420,AT3G48560,,AT1G76700,AT3G48990,AT3G19170
AT4G33460,AT3G48590,,AT1G76710,AT3G49000,AT3G19190
AT4G33470,AT3G48690,,AT1G76730,AT3G49160,AT3G19230
AT4G33490,AT3G48870,,AT1G76900,AT3G49220,AT3G19290
AT4G33510,AT3G48880,,AT1G76920,AT3G49500,AT3G19380
AT4G33540,AT3G48890,,AT1G76940,AT3G49640,AT3G19440
AT4G33565,AT3G48900,,AT1G77000,AT3G49680,AT3G19450
AT4G33700,AT3G48950,,At1g77030,AT3G49710,AT3G19470
AT4G33820,AT3G49220,,AT1G77060,AT3G50000,AT3G19490
AT4G33865,AT3G49260,,AT1G77090,AT3G50110,AT3G19540
AT4G34000,AT3G49390,,AT1G77180,AT3G50240,AT3G19620
AT4G34071,AT3G49590,,AT1G77200,AT3G50440,AT3G19710
AT4G34120,AT3G49640,,AT1G77210,AT3G50450,AT3G19720
AT4G34135,AT3G49780,,AT1G77230,AT3G50500,AT3G19930
AT4G34160,AT3G49870,,AT1G77250,AT3G50700,AT3G19960
AT4G34220,AT3G49930,,AT1G77290,AT3G50750,AT3G20150
AT4G34350,AT3G49950,,AT1G77360,AT3G50770,AT3G20800
AT4G34490,AT3G50240,,AT1G77370,AT3G50790,AT3G21160
AT4G34590,AT3G50380,,AT1G77440,AT3G50820,AT3G21240
AT4G34640,AT3G50440,,AT1G77450,AT3G51050,AT3G21250
AT4G34670,AT3G50500,,AT1G77470,AT3G51150,AT3G21270
AT4G34870,AT3G50660,,AT1G77570,AT3G51240,AT3G21390
AT4G34950,AT3G50820,,AT1G77590,AT3G51260,AT3G21460
AT4G35030,AT3G50970,,AT1G77680,AT3G51270,AT3G21510
AT4G35080,AT3G51000,,AT1G77760,AT3G51290,AT3G21560
AT4G35090,AT3G51130,,AT1G77800,AT3G51895,AT3G21870
AT4G35110,AT3G51240,,AT1G77810,AT3G51920,AT3G22290
AT4G35300,AT3G51310,,AT1G77860,AT3G51950,AT3G22410
AT4G35335,AT3G51400,,AT1G77930,AT3G52140,AT3G22440
AT4G35440,AT3G51420,,AT1G77940,AT3G52180,AT3G22510
AT4G35560,AT3G51460,,AT1G77950,AT3G52310,AT3G22540
AT4G35600,AT3G51520,,AT1G78010,AT3G52340,AT3G22740
AT4G35830,AT3G51730,,AT1G78080,AT3G52430,AT3G22810
AT4G35840,AT3G51830,,AT1G78130,AT3G52630,AT3G22845
AT4G35880,AT3G51840,,AT1G78160,AT3G52720,AT3G22890
AT4G35910,AT3G51895,,AT1G78230,AT3G52850,AT3G22960
AT4G35985,AT3G51920,,AT1G78290,AT3G52880,AT3G22970
AT4G36030,AT3G52080,,AT1G78370,AT3G52920,AT3G23000
AT4G36110,AT3G52155,,AT1G78450,AT3G52990,AT3G23280
AT4G36130,AT3G52180,,AT1G78460,AT3G53110,AT3G23540
AT4G36180,AT3G52220,,AT1G78540,AT3G53260,AT3G23730
AT4G36280,AT3G52500,,AT1G78580,AT3G53300,AT3G23870
AT4G36400,AT3G52750,,AT1G78600,AT3G53370,AT3G23890
AT4G36630,AT3G52840,,AT1G78620,AT3G53420,AT3G23920
AT4G36648,AT3G52920,,AT1G78630,AT3G53460,AT3G23940
AT4G36730,AT3G52930,,AT1G78670,AT3G53800,AT3G24000
AT4G36910,AT3G52960,,AT1G78680,AT3G53810,AT3G24040
AT4G36970,AT3G52990,,AT1G78690,AT3G53830,AT3G24170
AT4G37470,AT3G53110,,AT1G78850,AT3G54010,AT3G24180
AT4G37510,AT3G53260,,AT1G78895,AT3G54090,AT3G24230
AT4G37760,AT3G53480,,AT1G78900,AT3G54110,AT3G24460
AT4G37790,AT3G53500,,AT1G78920,AT3G54250,AT3G24480
AT4G38050,AT3G53570,,AT1G78990,AT3G54380,AT3G24495
AT4G38200,AT3G53620,,AT1G79020,AT3G54400,AT3G24840
AT4G38370,AT3G53680,,AT1G79040,AT3G54460,AT3G24870
AT4G38400,AT3G53730,,AT1G79240,AT3G54490,AT3G25020
AT4G38430,AT3G53800,,AT1G79260,AT3G54650,AT3G25070
AT4G38460,AT3G53810,,AT1G79270,AT3G54660,AT3G25120
AT4G38540,AT3G53820,,AT1G79340,AT3G54790,AT3G25150
AT4G38550,AT3G53830,,AT1G79410,AT3G54800,AT3G25265
AT4G38710,AT3G54140,,AT1G79440,AT3G54830,AT3G25400
AT4G38730,AT3G54420,,AT1G79500,AT3G54840,AT3G25410
AT4G38850,AT3G54440,,AT1G79520,AT3G54900,AT3G25585
AT4G39050,AT3G54460,,AT1G79560,AT3G54920,AT3G25600
AT4G39070,AT3G54490,,AT1G79600,AT3G55020,AT3G25717
AT4G39080,AT3G54510,,AT1G79640,AT3G55170,AT3G25890
AT4G39120,AT3G54640,,AT1G79650,AT3G55330,AT3G25960
AT4G39260,AT3G54660,,AT1G79670,AT3G55610,AT3G26060
AT4G39404,AT3G54720,,AT1G79710,AT3G55770,AT3G26180
AT4G39640,AT3G54840,,AT1G79750,AT3G55960,AT3G26220
AT4G39795,AT3G54910,,AT1G79770,AT3G56030,AT3G26300
AT4G39970,AT3G55100,,AT1G79790,AT3G56060,AT3G26570
AT4G39980,AT3G55170,,AT1G79850,AT3G56080,AT3G26650
AT5G01320,AT3G55320,,AT1G79870,AT3G56090,AT3G26740
AT5G01520,AT3G55360,,AT1G79880,AT3G56130,AT3G26840
AT5G01530,AT3G55400,,AT1G79940,AT3G56160,AT3G26900
AT5G01600,AT3G55440,,AT1G79950,AT3G56200,AT3G27020
AT5G01750,AT3G55450,,AT1G79980,AT3G56310,AT3G27090
AT5G01930,AT3G55560,,AT1G79990,AT3G56370,AT3G27300
AT5G01950,AT3G55610,,AT1G80030,AT3G56460,AT3G27320
AT5G01990,AT3G55630,,AT1G80050,AT3G56470,AT3G27340
AT5G02240,AT3G55850,,AT1G80260,AT3G56570,AT3G27430
AT5G02310,AT3G56060,,AT1G80280,AT3G56710,AT3G27540
AT5G02610,AT3G56090,,AT1G80400,AT3G56790,AT3G27570
AT5G02810,AT3G56200,,AT1G80410,AT3G56930,AT3G27690
AT5G02820,AT3G56240,,AT1G80470,AT3G56940,AT3G27820
AT5G03070,AT3G56460,,AT1G80480,AT3G57020,AT3G27850
AT5G03345,AT3G56470,,AT1G80510,AT3G57030,AT3G27970
AT5G03360,AT3G56580,,AT1G80530,AT3G57040,At3g27990
AT5G03520,AT3G56600,,AT1G80550,AT3G57050,AT3G28100
AT5G03540,AT3G56700,,AT1G80600,AT3G57070,AT3G28430
AT5G03555,AT3G56790,,AT1G80750,AT3G57290,AT3G28860
AT5G03560,AT3G56860,,AT1G80760,AT3G57300,AT3G29090
AT5G03650,AT3G56880,,AT1G80770,AT3G57350,AT3G29240
AT5G03720,AT3G56930,,AT1G80780,AT3G57520,AT3G29290
AT5G03730,AT3G56940,,AT1G80880,AT3G57890,AT3G29320
AT5G03740,AT3G57020,,AT1G80950,AT3G58270,AT3G29575
AT5G03905,AT3G57030,,AT2G01070,AT3G58360,AT3G29740
